name,id,name_type,rec_class,mass,fall,year,rec_lat,rec_long,location_type
Norcateur,16991,Valid,Stony,3200.0,Found,1940.0,39.81667,-100.2,Exact
Nordheim,16992,Valid,Iron,15150.0,Found,1932.0,28.86667,-97.61667,Exact
Norfolk,16993,Valid,Iron,23000.0,Found,1907.0,36.9,-76.3,Exact
Norristown,16997,Valid,Iron,4200.0,Found,1965.0,32.51667,-82.55,Exact
Northampton,17009,Valid,Iron,353.0,Found,1963.0,42.31667,-72.63333,Exact
Northbranch,17010,Valid,Stony,76000.0,Found,1972.0,39.99167,-98.34167,Exact
Nuevo Laredo,17937,Valid,Stony,500.0,Found,1950.0,27.5,-99.5,Exact
Ocate,48976,Valid,Iron,6400.0,Found,1986.0,36.29533,-105.04833,Exact
Oakley (iron),17972,Valid,Iron,111000.0,Found,1926.0,42.33333,-113.7,Exact
Oakley (stone),17973,Valid,Stony,27700.0,Found,1895.0,38.95,-101.01667,Exact
Oasis State Park,17974,Valid,Stony,606.0,Found,1968.0,34.22833,-103.35833,Exact
Oberlin,17975,Valid,Stony,2500.0,Found,1911.0,39.8,-100.51667,Exact
Ocotillo,17980,Valid,Iron,28570.0,Found,1990.0,32.83333,-116.06667,Exact
Octave Mine,35633,Valid,Stony,1304.2,Found,2004.0,34.13228,-112.70225,Exact
Odessa (iron),17985,Valid,Iron,1600000.0,Found,1922.0,31.71667,-102.4,Exact
O'Donnell,17987,Valid,Stony,12700.0,Found,1992.0,32.91217,-101.91867,Exact
Ogallala,17992,Valid,Iron,3300.0,Found,1918.0,41.16667,-101.66667,Exact
Okechobee,18001,Valid,Stony,1000.0,Found,1916.0,26.68333,-80.8,Exact
Oktibbeha County,18003,Valid,Iron,156.0,Found,1854.0,33.5,-89.0,Exact
Old Dominion Mine,18004,Valid,Stony,42.0,Found,2000.0,34.85958,-116.22113,Exact
Old Woman,18007,Valid,Iron,2753000.0,Found,1976.0,34.46667,-115.23333,Exact
Oldman Mountain,56392,Valid,Stony,198.96,Found,2008.0,33.67248,-114.2917,Exact
Oliver,18014,Valid,Stony,6690.0,Found,1984.0,41.2,-103.68333,Exact
Olton,18016,Valid,Stony,953.0,Found,1948.0,34.16722,-102.13361,Exact
Oro Grande,18031,Valid,Stony,513.0,Found,1971.0,32.37167,-106.25833,Exact
Oroville,18032,Valid,Iron,24500.0,Found,1893.0,39.68333,-121.63333,Exact
Oscuro Mountains,18035,Valid,Iron,3600.0,Found,1895.0,33.63333,-106.38333,Exact
Oshkosh,18036,Valid,Stony,144.8,Found,1961.0,44.07694,-88.56278,Exact
Osseo,18037,Valid,Iron,46300.0,Found,1931.0,47.63333,-80.08333,Exact
Otis,18044,Valid,Stony,2600.0,Found,1940.0,38.53333,-99.05,Exact
Otto,18047,Valid,Stony,28.0,Found,1970.0,35.16667,-105.98333,Exact
Overland Park,18056,Valid,Stony,1374.0,Found,1998.0,38.96667,-94.66667,Exact
Ovid,18057,Valid,Stony,6169.0,Found,1939.0,40.96667,-102.4,Exact
Ovid (b),31283,Valid,Stony,860.0,Found,1943.0,40.75833,-102.375,Exact
Owasco,18060,Valid,Stony,168400.0,Found,1984.0,41.2,-103.68333,Exact
Owens Valley,18061,Valid,Iron,192800.0,Found,1913.0,37.46667,-118.0,Exact
Oxford,18063,Valid,Stony,6000.0,Found,1985.0,40.16667,-99.66667,Exact
Ozona,18066,Valid,Stony,127500.0,Found,1929.0,30.73333,-101.3,Exact
Page City,18070,Valid,Iron,13630.0,Found,1980.0,39.16667,-101.28333,Exact
Palmersville,18078,Valid,Stony,9979.0,Found,1908.0,36.4665,-88.60283,Exact
Palo Blanco Creek,18080,Valid,Stony,1482.0,Found,1954.0,36.5,-104.5,Exact
Palo Verde Mine,31284,Valid,Stony,9158.0,Found,2004.0,34.71457,-114.19142,Exact
Paloduro,18081,Valid,Iron,3000.0,Found,1935.0,34.9,-101.21667,Exact
Panhandle,18096,Valid,Stony,1360.0,Found,1969.0,35.33333,-101.38333,Exact
Park,18104,Valid,Stony,13000.0,Found,1969.0,39.11,-100.36167,Exact
Parma Canyon,18107,Valid,Iron,2150.0,Found,1940.0,43.8,-117.0,Exact
Patricia,18115,Valid,Stony,14900.0,Found,1983.0,32.5,-102.03333,Exact
Paulding County,18172,Valid,Iron,725.0,Found,1901.0,34.0,-84.8,Exact
Paymaster Mine,44796,Valid,Stony,159.0,Found,2004.0,33.18667,-114.91783,Exact
Payson,18178,Valid,Stony,1728.0,Found,2001.0,34.23333,-111.4,Exact
Peck's Spring,18182,Valid,Stony,1600.0,Found,1926.0,32.0,-102.0,Exact
Pedernales,34062,Valid,Iron,691.0,Found,1980.0,30.33333,-98.95,Exact
Peetz,18783,Valid,Stony,11500.0,Found,1937.0,40.95,-103.08333,Exact
Pelona Mountain,18785,Valid,Stony,618.0,Found,1999.0,33.66667,-108.1,Exact
Penokee,18788,Valid,Stony,3580.0,Found,1947.0,39.35,-99.91667,Exact
Pep,18791,Valid,Stony,591.0,Found,1966.0,33.73,-102.57667,Exact
Perryton,18794,Valid,Stony,2114.0,Found,1975.0,36.35333,-100.73167,Exact
Perryville,18795,Valid,Iron,17500.0,Found,1906.0,37.73333,-89.85,Exact
Persimmon Creek,18796,Valid,Iron,5000.0,Found,1893.0,35.05,-84.23333,Exact
Phillips County (pallasite),18807,Valid,Stony_iron,1360.0,Found,1935.0,40.45,-102.38333,Exact
Picacho,18814,Valid,Iron,22000.0,Found,1952.0,33.2,-105.0,Exact
Pickens County,18815,Valid,Stony,400.0,Found,1908.0,34.5,-84.5,Exact
Pierceville (iron),18819,Valid,Iron,100000.0,Found,1917.0,37.86667,-100.66667,Exact
Pierceville (stone),18820,Valid,Stony,2125.0,Found,1939.0,37.86667,-100.66667,Exact
Pima County,18823,Valid,Iron,210.0,Found,1947.0,32.2,-111.0,Exact
Pine Bluffs,18824,Valid,Stony,2700.0,Found,1935.0,41.18333,-104.06667,Exact
Pine River,18826,Valid,Iron,3600.0,Found,1931.0,44.21667,-89.1,Exact
Piñon,18828,Valid,Iron,17850.0,Found,1928.0,32.66667,-105.1,Exact
Pinto Mountains,18829,Valid,Stony,17900.0,Found,1954.0,34.0,-115.78333,Exact
Pipe Creek,18830,Valid,Stony,13600.0,Found,1887.0,29.68333,-98.91667,Exact
Pittsburg,18838,Valid,Iron,600.0,Found,1850.0,40.43333,-80.0,Exact
Plains,18839,Valid,Stony,34300.0,Found,1964.0,33.28333,-102.76667,Exact
Plains (d),18840,Valid,Stony,280.0,Found,1991.0,33.26667,-102.9,Exact
Plainview (1917),18841,Valid,Stony,700000.0,Found,1917.0,34.11667,-101.78333,Exact
Plainview (1950),18842,Valid,Stony,2200.0,Found,1950.0,34.11667,-101.78333,Exact
Plainview (c),18843,Valid,Stony,631.0,Found,1963.0,34.125,-101.75667,Exact
Plainview (d),18844,Valid,Stony,700.0,Found,1979.0,34.1875,-101.70417,Exact
Plainview (e),54437,Valid,Stony,1250.0,Found,2010.0,34.18513,-101.70558,Exact
Pleasanton,18848,Valid,Stony,2300.0,Found,1935.0,38.18333,-94.71667,Exact
Plymouth,18850,Valid,Iron,14000.0,Found,1893.0,41.33333,-86.31667,Exact
Point of Rocks (iron),18855,Valid,Iron,18000.0,Found,1956.0,36.5,-104.5,Exact
Point of Rocks (stone),18856,Valid,Stony,800.0,Found,1954.0,36.5,-104.5,Exact
Poison Spring,18857,Valid,Iron,524.0,Found,1971.0,38.17,-110.36667,Exact
Pony Creek,18866,Valid,Stony,4642.0,Found,1947.0,31.66333,-99.95,Exact
Portales (a),18871,Valid,Stony,3240.0,Found,1967.0,34.06667,-103.5,Exact
Portales (b),18872,Valid,Stony,595.8,Found,1967.0,34.06667,-103.5,Exact
Portales (c),18873,Valid,Stony,6000.0,Found,1967.0,34.1,-103.41667,Exact
Portis,18875,Valid,Stony,30.0,Found,1959.0,39.56667,-98.68333,Exact
Post,18877,Valid,Stony,2000.0,Found,1965.0,33.11667,-101.38333,Exact
Potter,18878,Valid,Stony,261000.0,Found,1941.0,41.23333,-103.3,Exact
Powell Peak 001,54561,Valid,Stony,42.8,Found,2011.0,34.68222,-114.33046,Exact
Powell Peak 002,54526,Valid,Stony,1062.0,Found,2008.0,34.7049,-114.34572,Exact
Powellsville,18880,Valid,Stony,4310.0,Found,1990.0,38.66667,-82.78333,Exact
Prairie Dog Creek,18882,Valid,Stony,2900.0,Found,1893.0,39.63333,-100.5,Exact
Primm,18889,Valid,Stony,3383.0,Found,1997.0,35.66667,-115.36667,Exact
Providence,18893,Valid,Iron,6804.0,Found,1903.0,38.56667,-85.23333,Exact
Puente del Zacate,18894,Valid,Iron,30790.0,Found,1904.0,27.86667,-101.5,Exact
Puente-Ladron,18895,Valid,Stony,7.7,Found,1944.0,34.4,-106.85,Exact
Puerto Libertad,18897,Valid,Stony,66.0,Found,1973.0,29.9,-112.68333,Exact
Purmela,32771,Valid,Iron,4500.0,Found,1977.0,29.5,-98.05,Exact
Putnam County,18906,Valid,Iron,32700.0,Found,1839.0,33.25,-83.25,Exact
Quartz Mountain,18910,Valid,Iron,4832.0,Found,1935.0,37.2,-116.7,Exact
Quartzsite,35634,Valid,Stony,69.7,Found,2002.0,33.68085,-114.1958,Exact
Quinn Canyon,22364,Valid,Iron,1450000.0,Found,1908.0,38.08333,-115.53333,Exact
Rabbit Dry Lake,22366,Valid,Stony,20.0,Found,2000.0,34.44567,-117.01083,Exact
Ragged Top,22370,Valid,Stony,122.7,Found,1997.0,32.44667,-111.34667,Exact
Ragland,22372,Valid,Stony,12100.0,Found,1982.0,34.76778,-103.55,Exact
Ragland Hill,56382,Valid,Stony,11800.0,Found,1980.0,34.78333,-103.66667,Exact
Randsburg,44798,Valid,Stony,112.9,Found,2005.0,35.4005,-117.66617,Exact
Ransom,22393,Valid,Stony,15000.0,Found,1938.0,38.61667,-99.93333,Exact
Reager,22401,Valid,Stony,230.0,Found,1948.0,39.78333,-100.0,Exact
Red Dry Lake 002,22539,Valid,Stony,21.5,Found,2001.0,35.65306,-114.02437,Exact
Red Dry Lake 003,22540,Valid,Stony,94.0,Found,2001.0,35.64552,-114.03069,Exact
Red Dry Lake 004,22541,Valid,Stony,13.5,Found,2001.0,35.6464,-114.02849,Exact
Red Dry Lake 005,22542,Valid,Stony,12.0,Found,2001.0,35.64645,-114.02853,Exact
Red Dry Lake 006,22543,Valid,Stony,40.0,Found,2001.0,35.62705,-114.04336,Exact
Red Dry Lake 009,22544,Valid,Stony,13.0,Found,2001.0,35.62723,-114.04323,Exact
Red Dry Lake 022,22545,Valid,Stony,17.0,Found,2002.0,35.66185,-114.0271,Exact
Red Dry Lake 023,22546,Valid,Stony,5.9,Found,2002.0,35.66375,-114.02698,Exact
Red Dry Lake 024,31306,Valid,Stony,17.9,Found,2003.0,35.69732,-114.032,Exact
Red Dry Lake 025,31307,Valid,Stony,6.55,Found,2003.0,35.67947,-114.04338,Exact
Red Dry Lake 028,31308,Valid,Stony,11.3,Found,2004.0,35.6448,-114.03452,Exact
Red Dry Lake 029,31309,Valid,Stony,5.25,Found,2004.0,35.62682,-114.04373,Exact
Red Dry Lake 031,22547,Valid,Stony,4.8,Found,2002.0,35.69733,-114.06167,Exact
Red Dry Lake 063,45969,Valid,Stony,6.0,Found,2006.0,35.63333,-114.08333,Exact
Red Dry Lake 064,45970,Valid,Stony,6.0,Found,2006.0,35.64133,-114.09,Exact
Red Dry Lake 065,45971,Valid,Stony,3.0,Found,2006.0,35.647,-114.0955,Exact
Red Dry Lake 067,52886,Valid,Stony,6.2,Found,2009.0,35.65868,-114.02573,Exact
Red Dry Lake 068,52891,Valid,Stony,26.2,Found,2008.0,35.64,-114.03285,Exact
Red Dry Lake 071,52971,Valid,Stony,4.35,Found,2010.0,35.62453,-114.04688,Exact
Red River,22548,Valid,Iron,800000.0,Found,1808.0,32.0,-95.0,Exact
Red Rock,22549,Valid,Iron,47600.0,Found,1976.0,35.41667,-117.91667,Exact
Red Willow,22550,Valid,Iron,2750.0,Found,1899.0,40.25,-100.5,Exact
Reed City,22552,Valid,Iron,20000.0,Found,1895.0,43.86667,-85.51667,Exact
Renfrow,22588,Valid,Stony,81600.0,Found,1986.0,36.98667,-97.555,Exact
Republican River,22591,Valid,Stony,135.0,Found,1942.0,40.08333,-98.91667,Exact
Rhineland,22595,Valid,Stony,6240.0,Found,1961.0,33.53333,-99.61667,Exact
Richfield,22600,Valid,Stony,40800.0,Found,1983.0,37.22222,-101.68139,Exact
Richland,22601,Valid,Iron,50600.0,Found,1951.0,31.9,-96.4,Exact
Ridgecrest,22604,Valid,Stony,9.69,Found,1958.0,35.58333,-117.56667,Exact
Rifle,22605,Valid,Iron,102700.0,Found,1948.0,38.51667,-107.83333,Exact
Rio Rancho,55670,Valid,Stony,1001.0,Found,2011.0,35.3,-106.63333,Exact
Roach,22616,Valid,Stony,10.56,Found,1998.0,35.63333,-115.36667,Exact
Roach Dry Lake 002,22617,Valid,Stony,5.0,Found,2000.0,35.65933,-115.37167,Exact
Roach Dry Lake 003,22618,Valid,Stony,4.2,Found,2000.0,35.6717,-115.36722,Exact
Roach Dry Lake 006,22619,Valid,Stony,6.53,Found,2001.0,35.68345,-115.34703,Exact
Roach Dry Lake 021,32763,Valid,Stony,59.2,Found,2001.0,35.67298,-115.36717,Exact
Roach Dry Lake 027,22620,Valid,Stony,18.65,Found,2002.0,35.68078,-115.34062,Exact
Roach Dry Lake 030,22621,Valid,Stony,10.13,Found,2002.0,35.67405,-115.36807,Exact
Roach Dry Lake 031,22622,Valid,Stony,36.2,Found,2002.0,35.6701,-115.37248,Exact
Roach Dry Lake 064,22623,Valid,Stony,18.26,Found,2002.0,35.67725,-115.3566,Exact
Roach Dry Lake 075,22624,Valid,Stony,29.9,Found,2002.0,35.67355,-115.35067,Exact
Roach Dry Lake 113,52982,Valid,Stony,39.6,Found,2010.0,35.66594,-115.37081,Exact
Roosevelt County 007,22662,Valid,Stony,5.2,Found,1979.0,34.08333,-103.5,Exact
Roosevelt County 008,22663,Valid,Stony,25.3,Found,1979.0,34.08333,-103.5,Exact
Roosevelt County 009,22664,Valid,Stony,2.1,Found,1979.0,34.08333,-103.5,Exact
Rock Creek,22638,Valid,Stony,1641.0,Found,1980.0,34.42222,-101.4975,Exact
Rock Springs,22639,Valid,Stony,52.7,Found,2003.0,41.65,-109.025,Exact
Rodeo,22643,Valid,Iron,44000.0,Found,1852.0,25.33333,-104.66667,Exact
Rogers,22645,Valid,Stony,982.0,Found,1974.0,34.065,-103.40833,Exact
Rolla (1936),22646,Valid,Stony,440.0,Found,1936.0,37.11667,-101.6,Exact
Rolla (1939),22647,Valid,Stony,207.5,Found,1939.0,37.11667,-101.6,Exact
Rolla (1941),22648,Valid,Stony,435.0,Found,1941.0,37.08333,-101.6,Exact
Rolla (d),22649,Valid,Stony,50.0,Found,1942.0,37.08333,-101.6,Exact
Romero,22651,Valid,Stony,17200.0,Found,1938.0,35.76667,-102.95,Exact
Roosevelt,22655,Valid,Stony,5200.0,Found,1972.0,34.86667,-98.95,Exact
Roosevelt County 001,22656,Valid,Stony,462.0,Found,1968.0,33.78333,-103.56667,Exact
Roosevelt County 002,22657,Valid,Stony,18.2,Found,1973.0,33.71667,-103.65,Exact
Roosevelt County 003,22658,Valid,Stony,30.3,Found,1976.0,33.88333,-103.56667,Exact
Roosevelt County 004,22659,Valid,Stony,882.0,Found,1977.0,34.08333,-103.5,Exact
Roosevelt County 005,22660,Valid,Stony,12.0,Found,1978.0,34.21667,-103.28333,Exact
Roosevelt County 006,22661,Valid,Stony,9.7,Found,1979.0,34.08333,-103.5,Exact
Roosevelt County 010,22665,Valid,Stony,23.6,Found,1979.0,33.08333,-103.5,Exact
Roosevelt County 011,22666,Valid,Stony,2.9,Found,1980.0,33.75,-103.13333,Exact
Roosevelt County 012,22667,Valid,Stony,173.1,Found,1981.0,34.1,-103.48333,Exact
Roosevelt County 013,22668,Valid,Stony,35.2,Found,1981.0,34.1,-103.48333,Exact
Roosevelt County 014,22669,Valid,Stony,74.7,Found,1981.0,34.1,-103.48333,Exact
Roosevelt County 015,22670,Valid,Stony,16.3,Found,1981.0,34.1,-103.48333,Exact
Roosevelt County 016,22671,Valid,Stony,138.2,Found,1981.0,34.1,-103.48333,Exact
Roosevelt County 017,22672,Valid,Stony,177.8,Found,1981.0,34.21667,-103.2,Exact
Roosevelt County 018,22673,Valid,Stony,10.8,Found,1981.0,34.31667,-103.41667,Exact
Roosevelt County 019,22674,Valid,Stony,450.0,Found,1982.0,34.11667,-103.56667,Exact
Roosevelt County 020,22675,Valid,Stony,528.0,Found,1983.0,34.13333,-103.56667,Exact
Roosevelt County 021,22676,Valid,Stony,96.0,Found,1983.0,33.81806,-103.20694,Exact
Roosevelt County 022,22677,Valid,Stony,8.7,Found,1983.0,34.21667,-103.28333,Exact
Roosevelt County 023,22678,Valid,Stony,59.2,Found,1984.0,34.18333,-103.23333,Exact
Roosevelt County 024,22679,Valid,Stony,5.6,Found,1984.0,34.08333,-103.5,Exact
Roosevelt County 025,22680,Valid,Stony,4.3,Found,1984.0,34.08333,-103.5,Exact
Roosevelt County 026,22681,Valid,Stony,12.4,Found,1984.0,34.15,-104.01667,Exact
Roosevelt County 027,22682,Valid,Stony,22.3,Found,1984.0,33.8,-103.25,Exact
Roosevelt County 028,22683,Valid,Stony,67.3,Found,1984.0,34.08333,-103.5,Exact
Roosevelt County 029,22684,Valid,Stony,4.9,Found,1984.0,34.08333,-103.5,Exact
Roosevelt County 030,22685,Valid,Stony,3.1,Found,1984.0,34.28333,-103.43333,Exact
Roosevelt County 031,22686,Valid,Stony,397.1,Found,1984.0,33.78333,-103.55,Exact
Roosevelt County 032,22687,Valid,Stony,141.1,Found,1968.0,34.08333,-103.5,Exact
Roosevelt County 033,22688,Valid,Stony,21.8,Found,1968.0,34.08333,-103.5,Exact
Roosevelt County 034,22689,Valid,Stony,118.5,Found,1968.0,34.08333,-103.61667,Exact
Roosevelt County 035,22690,Valid,Stony,81.59999999999998,Found,1968.0,34.08333,-103.61667,Exact
Roosevelt County 036,22691,Valid,Stony,65.2,Found,1968.0,34.08333,-103.61667,Exact
Roosevelt County 037,22692,Valid,Stony,94.3,Found,1968.0,34.08333,-103.51667,Exact
Roosevelt County 038,22693,Valid,Stony,49.4,Found,1968.0,34.3,-103.45,Exact
Roosevelt County 039,22694,Valid,Stony,38.0,Found,1969.0,34.08333,-103.5,Exact
Roosevelt County 040,22695,Valid,Stony,71.1,Found,1969.0,34.08333,-103.5,Exact
Roosevelt County 041,22696,Valid,Stony,32.4,Found,1969.0,34.08333,-103.5,Exact
Roosevelt County 042,22697,Valid,Stony,32.6,Found,1969.0,34.08333,-103.51667,Exact
Roosevelt County 043,22698,Valid,Stony,52.1,Found,1969.0,34.08333,-103.61667,Exact
Roosevelt County 044,22699,Valid,Stony,439.1,Found,1970.0,34.25,-103.51667,Exact
Roosevelt County 045,22700,Valid,Stony,55.5,Found,1970.0,34.23333,-103.25,Exact
Roosevelt County 046,22701,Valid,Stony,120.4,Found,1970.0,34.1,-103.48333,Exact
Roosevelt County 047,22702,Valid,Stony,30.3,Found,1970.0,34.13333,-103.36667,Exact
Roosevelt County 048,22703,Valid,Stony,57.3,Found,1970.0,33.61667,-103.45,Exact
Roosevelt County 049,22704,Valid,Stony,22.8,Found,1971.0,34.08333,-103.5,Exact
Roosevelt County 050,22705,Valid,Stony,13.1,Found,1971.0,34.08333,-103.5,Exact
Roosevelt County 051,22706,Valid,Stony,29.4,Found,1971.0,34.21667,-103.35,Exact
Roosevelt County 052,22707,Valid,Stony,17.7,Found,1971.0,34.1,-103.48333,Exact
Roosevelt County 053,22708,Valid,Stony,10.8,Found,1971.0,33.88333,-103.7,Exact
Roosevelt County 054,22709,Valid,Stony,361.5,Found,1971.0,34.3,-103.43333,Exact
Roosevelt County 055,22710,Valid,Stony,7.9,Found,1971.0,34.3,-103.43333,Exact
Roosevelt County 056,22711,Valid,Stony,10.3,Found,1972.0,34.41667,-103.58333,Exact
Roosevelt County 057,22712,Valid,Stony,7.7,Found,1973.0,34.21667,-103.28333,Exact
Roosevelt County 058,22713,Valid,Stony,12.0,Found,1968.0,34.08333,-103.5,Exact
Roosevelt County 059,22714,Valid,Stony,26.2,Found,1968.0,34.08333,-103.5,Exact
Roosevelt County 060,22715,Valid,Stony,34.2,Found,1968.0,34.08333,-103.61667,Exact
Roosevelt County 061,22716,Valid,Stony,49.5,Found,1968.0,34.08333,-103.51667,Exact
Roosevelt County 062,22717,Valid,Stony,16.2,Found,1969.0,34.21667,-103.5,Exact
Roosevelt County 063,22718,Valid,Stony,34.7,Found,1969.0,34.08333,-103.5,Exact
Roosevelt County 064,22719,Valid,Stony,24.8,Found,1969.0,34.08333,-103.5,Exact
Roosevelt County 065,22720,Valid,Stony,405.8,Found,1971.0,33.61667,-103.45,Exact
Roosevelt County 066,22721,Valid,Stony,4.9,Found,1988.0,34.1,-103.48333,Exact
Roosevelt County 067,22722,Valid,Stony,2.1,Found,1988.0,34.1,-103.48333,Exact
Roosevelt County 068,22723,Valid,Stony,13.9,Found,1988.0,34.1,-103.48333,Exact
Roosevelt County 069,22724,Valid,Stony,4.8,Found,1989.0,34.1,-103.48333,Exact
Roosevelt County 070,22725,Valid,Stony,2.3,Found,1989.0,34.1,-103.48333,Exact
Roosevelt County 071,22726,Valid,Stony,5.3,Found,1989.0,34.1,-103.48333,Exact
Roosevelt County 072,22727,Valid,Stony,9.8,Found,1989.0,34.1,-103.48333,Exact
Roosevelt County 073,22728,Valid,Stony,288.0,Found,1989.0,34.08333,-103.48333,Exact
Roosevelt County 074,22729,Valid,Stony,22.2,Found,1990.0,34.08333,-103.51667,Exact
Roosevelt County 075,22730,Valid,Stony,258.0,Found,1990.0,34.18333,-103.43333,Exact
Roosevelt County 076,22731,Valid,Stony,3.3,Found,1992.0,34.08333,-103.5,Exact
Roosevelt County 077,22732,Valid,Stony,10.9,Found,1992.0,34.08333,-103.5,Exact
Roosevelt County 078,22733,Valid,Stony,6.9,Found,1992.0,34.08333,-103.5,Exact
Roosevelt County 079,22734,Valid,Stony,30.2,Found,1993.0,34.1,-103.58333,Exact
Roosevelt County 080,22735,Valid,Stony,727.8,Found,1968.0,34.05,-103.5,Exact
Roosevelt County 081,22736,Valid,Stony,522.2,Found,1969.0,33.63333,-103.16667,Exact
Roosevelt County 082,22737,Valid,Stony,137.0,Found,1969.0,34.08333,-103.56667,Exact
Roosevelt County 083,22738,Valid,Stony,14.8,Found,1969.0,33.66667,-103.41667,Exact
Roosevelt County 084,22739,Valid,Stony,69.6,Found,1969.0,34.2,-103.23333,Exact
Roosevelt County 085,22740,Valid,Stony,140.0,Found,1969.0,34.31667,-103.38333,Exact
Roosevelt County 086,22741,Valid,Stony,9.0,Found,1974.0,34.28333,-103.28333,Exact
Roosevelt County 087,22742,Valid,Stony,8.2,Found,1977.0,34.06667,-103.51667,Exact
Roosevelt County 088,22743,Valid,Stony,7.5,Found,1978.0,33.88333,-103.56667,Exact
Roosevelt County 089,22744,Valid,Stony,1615.0,Found,1980.0,34.13333,-103.53333,Exact
Roosevelt County 090,22745,Valid,Stony,6.4,Found,1993.0,34.28333,-103.51667,Exact
Roosevelt County 091,22746,Valid,Stony,3.15,Found,1994.0,34.08333,-103.5,Exact
Roosevelt County 092,22747,Valid,Stony,34.29,Found,1994.0,34.08333,-103.5,Exact
Roosevelt County 093,22748,Valid,Stony,2.78,Found,1994.0,34.08333,-103.5,Exact
Roosevelt County 094,22749,Valid,Stony,3.55,Found,1994.0,34.08333,-103.5,Exact
Roosevelt County 095,22750,Valid,Stony,12.1,Found,1995.0,34.09167,-103.50167,Exact
Roosevelt County 096,22751,Valid,Stony,212.2,Found,1996.0,34.09167,-103.67667,Exact
Roosevelt County 097,22752,Valid,Stony,56.0,Found,1996.0,33.95833,-103.93833,Exact
Roosevelt County 098,22753,Valid,Stony,15.0,Found,1969.0,34.21667,-103.55,Exact
Roosevelt County 099,22754,Valid,Stony,9.8,Found,1969.0,33.6,-103.3,Exact
Roosevelt County 100,22755,Valid,Stony,6.8,Found,1970.0,34.3,-103.45,Exact
Roosevelt County 101,22756,Valid,Stony,12.6,Found,1979.0,34.05,-103.58333,Exact
Roosevelt County 102,22757,Valid,Stony,8345.0,Found,1988.0,33.995,-103.25,Exact
Roosevelt County 103,22758,Valid,Stony,10.0,Found,1998.0,33.73883,-103.65,Exact
Roosevelt County 104,22759,Valid,Stony,51.7,Found,1998.0,33.72217,-103.67333,Exact
Roosevelt County 105,22760,Valid,Stony,30.0,Found,1998.0,34.18833,-103.94167,Exact
Roosevelt County 106,22761,Valid,Stony,98.8,Found,2001.0,34.21667,-103.93333,Exact
Roosevelt County 107,22762,Valid,Stony,81.2,Found,2000.0,34.21667,-103.13333,Exact
Roosevelt County 108,47360,Valid,Stony,4.75,Found,2004.0,34.21667,-103.18333,Exact
Roosevelt County 109,48914,Valid,Stony,17.3,Found,2005.0,34.21667,-103.18333,Exact
Roosevelt County 110,48991,Valid,Stony,73.7,Found,1987.0,33.736667,-103.623333,Exact
Rosamond,57434,Valid,Stony,11.1,Found,2012.0,34.82793,-118.1464,Exact
Rosamond Dry Lake,22764,Valid,Stony,850.0,Found,1940.0,34.83333,-118.06667,Exact
Rosebud,22767,Valid,Stony,54900.0,Found,1915.0,30.81667,-97.05,Exact
Round Top (a),22768,Valid,Stony,9935.0,Found,1934.0,30.05806,-96.65139,Exact
Round Top (b),22769,Valid,Stony,7166.0,Found,1939.0,30.06667,-96.7,Exact
Roundsprings,22770,Valid,Stony,6000.0,Found,1986.0,39.16667,-98.43333,Exact
Roundup,22771,Valid,Iron,17590.0,Found,1990.0,46.78333,-108.56667,Exact
Roy (1933),22774,Valid,Stony,47200.0,Found,1933.0,35.95,-104.2,Exact
Roy (1934),22775,Valid,Stony,5619.0,Found,1934.0,35.95,-104.2,Exact
Ruff's Mountain,22779,Valid,Iron,53070.0,Found,1844.0,34.3,-81.4,Exact
Rush County,22785,Valid,Stony,4300.0,Found,1948.0,39.5,-85.5,Exact
Rush Creek,22786,Valid,Stony,9300.0,Found,1938.0,38.61667,-102.71667,Exact
Rushville,22787,Valid,Stony,50.0,Found,1866.0,39.61667,-85.45,Exact
Russel Gulch,22788,Valid,Iron,13200.0,Found,1863.0,39.8,-105.5,Exact
Ryan Field,22789,Valid,Stony,8.9,Found,1982.0,32.13333,-111.13333,Exact
Sacramento Mountains,22794,Valid,Iron,237200.0,Found,1890.0,32.91667,-104.66667,Exact
Sacramento Wash 001,34065,Valid,Stony,98.9,Found,2003.0,34.75637,-114.23435,Exact
Sacramento Wash 002,34066,Valid,Stony,892.8,Found,2004.0,34.75635,-114.2343,Exact
Sacramento Wash 003,34067,Valid,Stony,89.2,Found,2004.0,34.75873,-114.23342,Exact
Sacramento Wash 004,34068,Valid,Stony,28.6,Found,2004.0,34.75078,-114.22717,Exact
Sacramento Wash 005,45974,Valid,Stony,52.3,Found,2004.0,34.74667,-114.21,Exact
Saginaw,22797,Valid,Iron,44500.0,Found,1979.0,32.86583,-97.32306,Exact
Saint Augustine,23080,Valid,Iron,22000.0,Found,1974.0,40.71667,-90.41667,Exact
Salaices,23105,Valid,Stony,24500.0,Found,1971.0,27.0,-105.25,Exact
Salina,23108,Valid,Iron,235.0,Found,1908.0,38.98333,-111.85,Exact
Saline,23109,Valid,Stony,30800.0,Found,1901.0,39.4,-100.4,Exact
Salt Lake City,23112,Valid,Stony,875.0,Found,1869.0,40.91667,-111.66667,Exact
Salt River,23113,Valid,Iron,3600.0,Found,1850.0,37.95,-85.78333,Exact
Sam's Valley,23116,Valid,Iron,6920.0,Found,1894.0,42.53333,-122.875,Exact
