name,id,name_type,rec_class,mass,fall,year,rec_lat,rec_long,location_type
Inman,12036,Valid,Stony,7250.0,Found,1966.0,38.25,-97.66667,Exact
Ioka,12040,Valid,Stony,31500.0,Found,1931.0,40.25,-110.08333,Exact
Iredell,12046,Valid,Iron,1500.0,Found,1898.0,31.96667,-97.86667,Exact
Iron River,12048,Valid,Iron,1420.0,Found,1889.0,46.07944,-88.55972,Exact
Ivanpah,12062,Valid,Iron,58000.0,Found,1880.0,35.33333,-115.31667,Exact
Jackson County,12066,Valid,Iron,450.0,Found,1846.0,36.41667,-85.5,Exact
Jamestown,12071,Valid,Iron,4000.0,Found,1885.0,46.61667,-98.5,Exact
Jaralito,12073,Valid,Iron,11138.0,Found,1977.0,26.26583,-103.885,Exact
Jay Bird Springs,47731,Valid,Stony_iron,292.0,Found,2003.0,32.133333,-82.983333,Exact
Jenkins,12080,Valid,Iron,55400.0,Found,1946.0,36.82444,-93.76111,Exact
Jenny's Creek,12081,Valid,Iron,12000.0,Found,1883.0,37.9,-82.38333,Exact
Jerome (Idaho),12082,Valid,Stony,6800.0,Found,1954.0,42.63333,-114.83333,Exact
Jerome (Kansas),12083,Valid,Stony,29600.0,Found,1894.0,38.76667,-100.73333,Exact
Joe Wright Mountain,12174,Valid,Iron,42600.0,Found,1884.0,35.76667,-91.5,Exact
Johannesburg,55765,Valid,Stony,63.0,Found,2012.0,35.37788,-117.63728,Exact
Johnson City,12197,Valid,Stony,10400.0,Found,1937.0,37.55,-101.68333,Exact
Jonah,12200,Valid,Stony,1304.0,Found,1963.0,30.625,-97.53333,Exact
Jonesboro,12201,Valid,Iron,30.0,Found,1891.0,36.3,-82.46667,Exact
Juanita de Angeles,12204,Valid,Stony,85000.0,Found,1992.0,28.41667,-105.08333,Exact
Julesburg,12208,Valid,Stony,57900.0,Found,1983.0,39.975,-102.26667,Exact
Junction,12212,Valid,Stony,241.0,Found,1932.0,30.5,-99.83333,Exact
Jungo 001,50762,Valid,Stony,70.7,Found,2007.0,40.89055,-118.36278,Exact
Jungo 002,50763,Valid,Stony,27.8,Found,2007.0,40.89805,-118.35388,Exact
Jungo 003,50764,Valid,Stony,29.1,Found,2007.0,40.95805,-118.35305,Exact
Kackley,45966,Valid,Stony,1368.0,Found,2006.0,39.71633,-97.8545,Exact
Kaffir (a),12223,Valid,Stony,1874.9,Found,1965.0,34.62333,-101.91667,Exact
Kaffir (b),12224,Valid,Stony,3500.0,Found,1966.0,34.67167,-101.815,Exact
Kaffir (c),12225,Valid,Stony,7947.0,Found,1980.0,34.67167,-101.815,Exact
Kaffir (d),12226,Valid,Stony,26760.0,Found,1981.0,34.67167,-101.815,Exact
Kennard,12279,Valid,Stony,8200.0,Found,1961.0,41.48333,-96.16667,Exact
Kalkaska,12234,Valid,Iron,9399.0,Found,1947.0,44.64694,-85.13667,Exact
Kalvesta,12237,Valid,Stony,10000.0,Found,1968.0,38.08333,-100.25,Exact
Kansas City (1903),12248,Valid,Stony,36000.0,Found,1903.0,39.1,-94.63333,Exact
Kansas State University,30739,Valid,Stony,301.0,Found,2004.0,39.27556,-96.25944,Exact
Karval,12265,Valid,Stony,1104.0,Found,1936.0,38.71667,-103.51667,Exact
Kaufman,12267,Valid,Stony,23000.0,Found,1893.0,32.58333,-96.41667,Exact
Kearney,12269,Valid,Stony,10000.0,Found,1934.0,40.68333,-99.06667,Exact
Keen Mountain,12271,Valid,Iron,6690.0,Found,1950.0,37.21667,-82.0,Exact
Kelly,12273,Valid,Stony,44300.0,Found,1937.0,40.46667,-103.03333,Exact
Kendall County,12274,Valid,Iron,21000.0,Found,1887.0,29.4,-98.5,Exact
Kenna,12277,Valid,Stony,10900.0,Found,1972.0,33.9,-103.55333,Exact
Kenna (b),12278,Valid,Stony,453.0,Found,1972.0,33.70833,-103.76667,Exact
Kenton County,12280,Valid,Iron,194000.0,Found,1889.0,38.81667,-84.6,Exact
Keyes,12287,Valid,Stony,142000.0,Found,1939.0,36.71667,-102.5,Exact
Keystone Lake,57290,Valid,Stony,787.0,Found,2003.0,36.28402,-96.43701,Exact
Kimble County,12311,Valid,Stony,153800.0,Found,1918.0,30.41667,-99.4,Exact
King Tut,12315,Valid,Stony,19.51,Found,1997.0,35.92333,-114.10167,Exact
Kingfisher,12317,Valid,Stony,8180.0,Found,1950.0,35.83333,-97.93333,Exact
Kingston,12318,Valid,Iron,12900.0,Found,1891.0,32.9,-107.73333,Exact
Klamath Falls,12330,Valid,Iron,17000.0,Found,1952.0,42.16667,-121.85,Exact
Knowles,12334,Valid,Iron,161000.0,Found,1903.0,36.9,-100.21667,Exact
Kofa,12339,Valid,Iron,490.0,Found,1893.0,33.5,-114.0,Exact
Kokomo,12340,Valid,Iron,1800.0,Found,1862.0,40.48333,-86.36667,Exact
Kossuth,12350,Valid,Iron,5900.0,Found,1975.0,40.66667,-84.35,Exact
Kramer Creek,12354,Valid,Stony,2300.0,Found,1966.0,38.3925,-104.17667,Exact
Kress (a),12358,Valid,Stony,12500.0,Found,1951.0,34.35833,-101.73,Exact
Kress (b),12359,Valid,Stony,2600.0,Found,1966.0,34.35833,-101.73,Exact
Kress (c),12360,Valid,Stony,5600.0,Found,1978.0,34.33833,-101.71667,Exact
Kress (d),12361,Valid,Stony,57.0,Found,1994.0,34.38333,-101.71667,Exact
Krider,12362,Valid,Stony,2386.0,Found,1978.0,34.46667,-103.92167,Exact
Kumiva Valley,12376,Valid,Stony,30.15,Found,2001.0,40.37972,-119.08639,Exact
Kyle,12389,Valid,Stony,7780.0,Found,1965.0,29.975,-97.86667,Exact
La Ciénega,51052,Valid,Stony,7632.0,Found,2007.0,30.20186,-111.93587,Exact
La Esmeralda,12398,Valid,Stony,483.0,Found,1999.0,27.06667,-103.43333,Exact
La Grange,12399,Valid,Iron,50800.0,Found,1860.0,38.4,-85.36667,Exact
La Lande,12400,Valid,Stony,30000.0,Found,1933.0,34.45,-104.13333,Exact
La Luz,48962,Valid,Stony,4798.0,Found,2005.0,33.00383,-105.85083,Exact
La Porte,12401,Valid,Iron,14540.0,Found,1900.0,41.6,-86.71667,Exact
La Villa,12405,Valid,Stony,19800.0,Found,1956.0,26.27167,-97.90167,Exact
Lac Dodon,12409,Valid,Iron,800.0,Found,1993.0,45.95,-73.91667,Exact
Ladder Creek,12410,Valid,Stony,35100.0,Found,1937.0,38.61667,-101.63333,Exact
Lafayette (stone),12412,Valid,Stony,800.0,Found,1931.0,40.41667,-86.88333,Exact
Lahoma,12432,Valid,Stony,21800.0,Found,1963.0,36.38333,-98.08333,Exact
Lake Murray,12446,Valid,Iron,270000.0,Found,1933.0,34.1,-97.0,Exact
Laketon,12448,Valid,Stony,3600.0,Found,1937.0,35.56667,-100.66667,Exact
Lakeview,12449,Valid,Stony,1238.0,Found,1970.0,34.53333,-101.7,Exact
Lakewood,12450,Valid,Stony,46500.0,Found,1955.0,32.62972,-104.35,Exact
Lamesa,12452,Valid,Iron,16900.0,Found,1981.0,32.88333,-101.88333,Exact
Lamont,12453,Valid,Stony_iron,38690.0,Found,1940.0,38.07778,-96.02639,Exact
Lancaster County,12454,Valid,Iron,13000.0,Found,1903.0,40.66667,-96.75,Exact
Landes,12457,Valid,Iron,69800.0,Found,1930.0,38.9,-79.18333,Exact
Lanton,12463,Valid,Iron,13780.0,Found,1932.0,36.53333,-91.8,Exact
Larned,50998,Valid,Stony,28100.0,Found,1977.0,38.1995,-99.162,Exact
Lasher Creek,12735,Valid,Iron,639.5,Found,1948.0,42.83333,-74.5,Exact
Laughlin,53492,Valid,Stony,10.0,Found,2008.0,35.16867,-114.455,Exact
Laurens County,12741,Valid,Iron,2150.0,Found,1857.0,34.5,-82.03333,Exact
Lawrence,12744,Valid,Stony,515.0,Found,1928.0,38.96667,-95.16667,Exact
Lazbuddie,12746,Valid,Stony,8600.0,Found,1970.0,34.5,-102.75,Exact
Lea County 001,12750,Valid,Stony,498.0,Found,1988.0,32.03333,-103.15,Exact
Lea County 002,12751,Valid,Stony,11.0,Found,1988.0,32.03333,-103.16667,Exact
Lea County 003,12752,Valid,Stony,4.91,Found,1999.0,32.04333,-103.15333,Exact
Leander,12753,Valid,Stony,760.0,Found,1940.0,30.6,-97.9,Exact
Lemmon,12762,Valid,Stony,6680.0,Found,1984.0,45.93333,-102.18333,Exact
Leon,12764,Valid,Stony,30000.0,Found,1943.0,37.66667,-96.76667,Exact
Leoville,12766,Valid,Stony,8100.0,Found,1961.0,39.63333,-100.46722,Exact
Leoville (b),12767,Valid,Stony,2500.0,Found,1969.0,39.60833,-100.475,Exact
Leslie,12771,Valid,Stony,895.0,Found,1968.0,34.61139,-100.855,Exact
Lewiston,14643,Valid,Stony,4416.0,Found,1983.0,34.00833,-103.60278,Exact
Lexington County,14644,Valid,Iron,4760.0,Found,1880.0,34.0,-81.25,Exact
Lick Creek,14647,Valid,Iron,1240.0,Found,1879.0,35.66667,-80.25,Exact
Lider (a),14648,Valid,Stony,2160.0,Found,1972.0,34.655,-101.64,Exact
Lider (b),14649,Valid,Stony,1800.0,Found,1972.0,34.655,-101.64,Exact
Lime Creek,14651,Valid,Iron,20000.0,Found,1834.0,31.55,-87.51667,Exact
Lincoln County,14654,Valid,Stony,4500.0,Found,1937.0,39.36667,-103.16667,Exact
Linville,14656,Valid,Iron,442.0,Found,1882.0,35.86667,-81.91667,Exact
Linwood,14657,Valid,Iron,46000.0,Found,1940.0,41.43333,-96.96667,Exact
Little Ash Creek,14662,Valid,Stony,21.4,Found,2001.0,34.38667,-112.02833,Exact
Little Harquahala Mountains,53484,Valid,Stony,262.2,Found,2006.0,33.69177,-113.63612,Exact
Little River (a),14665,Valid,Stony,4400.0,Found,1967.0,38.38333,-98.01667,Exact
Little River (b),14666,Valid,Stony,11700.0,Found,1965.0,38.44,-98.06667,Exact
Little Spring Creek,30743,Valid,Stony,2950.0,Found,1937.0,37.68333,-105.7,Exact
Littlerock,14667,Valid,Stony,19050.0,Found,1979.0,34.51667,-117.98333,Exact
Livingston (Montana),14668,Valid,Iron,1600.0,Found,1936.0,45.6,-110.58333,Exact
Livingston (Tennessee),14669,Valid,Iron,235.0,Found,1937.0,36.41667,-85.25,Exact
Llano River,53635,Valid,Iron,4318.0,Found,1975.0,30.52213,-99.73698,Exact
Lockney,14672,Valid,Stony,824.0,Found,1944.0,34.15,-101.3,Exact
Locust Grove,14673,Valid,Iron,10000.0,Found,1857.0,33.33333,-84.1,Exact
Logan,14677,Valid,Stony,1315.0,Found,1918.0,36.58333,-100.2,Exact
Lombard,14679,Valid,Iron,7000.0,Found,1953.0,46.1,-111.4,Exact
Lonaconing,14680,Valid,Iron,1400.0,Found,1888.0,39.41667,-79.15,Exact
Lone Star,14682,Valid,Stony,4300.0,Found,1965.0,34.25972,-101.40833,Exact
Lone Tree,14683,Valid,Stony,20676.0,Found,1971.0,41.5,-91.47917,Exact
Long Island,14694,Valid,Stony,564000.0,Found,1891.0,39.93333,-99.6,Exact
Loomis,14698,Valid,Stony,3020.0,Found,1933.0,40.46667,-99.5,Exact
Loop,14702,Valid,Stony,5600.0,Found,1962.0,32.9,-102.28333,Exact
Loop (b),14703,Valid,Stony,1600.0,Found,1964.0,32.99167,-102.38833,Exact
Loop (c),14704,Valid,Stony,861.0,Found,1964.0,32.98333,-102.38833,Exact
Lorenzo,44717,Valid,Stony,611.9,Found,1941.0,41.03333,-102.88333,Exact
Loreto,14705,Valid,Iron,94800.0,Found,1896.0,26.01667,-111.36667,Exact
Los Lunas,14707,Valid,Stony,94.5,Found,1978.0,34.8125,-106.79167,Exact
Lost Creek,14712,Valid,Stony,4018.0,Found,1916.0,39.12417,-98.16778,Exact
Lost Draw,14713,Valid,Stony,309.0,Found,1980.0,33.28944,-102.54306,Exact
Lost Lake,14714,Valid,Stony,11.0,Found,1931.0,37.65,-105.73333,Exact
Losttown,14715,Valid,Iron,3000.0,Found,1868.0,34.25,-84.5,Exact
Lubbock,14722,Valid,Stony,1457.8,Found,1938.0,33.6,-101.73333,Exact
Lucerne Valley 001,14725,Valid,Stony,15.8,Found,1963.0,34.5,-116.95,Exact
Lucerne Valley 002,14726,Valid,Stony,5.8,Found,1963.0,34.5,-116.95,Exact
Lucerne Valley 003,14727,Valid,Stony,7.5,Found,1963.0,34.5,-116.95,Exact
Lucerne Valley 004,14728,Valid,Stony,37.4,Found,1963.0,34.5,-116.95,Exact
Lucerne Valley 005,14729,Valid,Stony,3.1,Found,1963.0,34.5,-116.95,Exact
Lucerne Valley 006,14730,Valid,Stony,26.9,Found,1963.0,34.5,-116.95,Exact
Lucerne Valley 007,14731,Valid,Stony,4.8,Found,1963.0,34.5,-116.95,Exact
Lucerne Valley 008,14732,Valid,Stony,2.0,Found,1964.0,34.5,-116.95,Exact
Lucerne Valley 009,14733,Valid,Stony,3.0,Found,1965.0,34.5,-116.95,Exact
Lucerne Valley 010,14734,Valid,Stony,6.4,Found,1965.0,34.5,-116.95,Exact
Lucerne Valley 011,14735,Valid,Stony,3.8,Found,1968.0,34.5,-116.95,Exact
Lucerne Valley 012,14736,Valid,Stony,1.2,Found,1968.0,34.5,-116.95,Exact
Lucerne Valley 013,14737,Valid,Stony,14.0,Found,1992.0,34.5,-116.95,Exact
Lucerne Valley 014,14738,Valid,Stony,3.4,Found,1998.0,34.50133,-116.96467,Exact
Lucerne Valley 015,14739,Valid,Stony,12.5,Found,1998.0,34.5095,-116.95583,Exact
Lucerne Valley 016,14740,Valid,Stony,4.1,Found,1998.0,34.5125,-116.95083,Exact
Lucerne Valley 017,14741,Valid,Stony,12.8,Found,1999.0,34.5,-116.95,Exact
Lucerne Valley 018,14742,Valid,Stony,0.97,Found,2002.0,34.48793,-116.9488,Exact
Lucerne Valley 019,14743,Valid,Stony,3.91,Found,2002.0,34.48868,-116.94985,Exact
Lucerne Valley 020,14744,Valid,Stony,18.4,Found,2002.0,34.4918,-116.943,Exact
Lucerne Valley 021,14745,Valid,Stony,3.92,Found,2002.0,34.49312,-116.94662,Exact
Lucerne Valley 022,14746,Valid,Stony,16.49,Found,2002.0,34.49058,-116.95032,Exact
Lucerne Valley 023,14747,Valid,Stony,7.56,Found,2002.0,34.49095,-116.95038,Exact
Lucerne Valley 024,14748,Valid,Stony,2.71,Found,2003.0,34.49553,-116.9471,Exact
Lucerne Valley 025,31364,Valid,Stony,21.0,Found,2003.0,34.51087,-116.93545,Exact
Lucerne Valley 026,30746,Valid,Stony,5.6,Found,2003.0,34.5001,-116.94217,Exact
Lucerne Valley 027,30747,Valid,Stony,3.1,Found,2003.0,34.48715,-116.95337,Exact
Lucerne Valley 028,35466,Valid,Stony,3.0,Found,2003.0,34.4875,-116.95567,Exact
Lucerne Valley 029,35467,Valid,Stony,10.1,Found,2003.0,34.487,-116.956,Exact
Lucerne Valley 030,35468,Valid,Stony,4.12,Found,2004.0,34.48708,-116.95797,Exact
Lucerne Valley 031,35469,Valid,Stony,3.22,Found,2004.0,34.4871,-116.9578,Exact
Lucerne Valley 032,35470,Valid,Stony,11.87,Found,2004.0,34.49015,-116.94985,Exact
Lucerne Valley 035,35471,Valid,Stony,0.92,Found,2004.0,34.4868,-116.95837,Exact
Lucerne Valley 036,35472,Valid,Stony,2.48,Found,2004.0,34.48793,-116.95638,Exact
Lucerne Valley 037,35473,Valid,Stony,0.9,Found,2004.0,34.48887,-116.95223,Exact
Lucerne Valley 040,31365,Valid,Stony,5.21,Found,2004.0,34.4921,-116.94308,Exact
Lucerne Valley 041,31366,Valid,Stony,0.84,Found,2004.0,34.48975,-116.94277,Exact
Lucerne Valley 042,31367,Valid,Stony,2.17,Found,2004.0,34.48595,-116.9637,Exact
Lucerne Valley 043,31368,Valid,Stony,1.75,Found,2004.0,34.48457,-116.96255,Exact
Lucerne Valley 044,31369,Valid,Stony,106.22,Found,2004.0,34.48413,-116.96083,Exact
Lucerne Valley 045,31370,Valid,Stony,38.56,Found,2004.0,34.487,-116.96512,Exact
Lucerne Valley 046,31371,Valid,Stony,10.32,Found,2004.0,34.48742,-116.9735,Exact
Lucerne Valley 047,31372,Valid,Stony,30.43,Found,2004.0,34.48613,-116.9739,Exact
Lucerne Valley 048,31373,Valid,Stony,2.29,Found,2004.0,34.48667,-116.95833,Exact
Lucerne Valley 049,30748,Valid,Stony,9.2,Found,2004.0,34.48472,-116.96107,Exact
Lucerne Valley 050,32766,Valid,Stony,6.85,Found,2005.0,34.48728,-116.95833,Exact
Lucerne Valley 051,44718,Valid,Stony,6.0,Found,2003.0,34.525,-116.95333,Exact
Lucerne Valley 057,45967,Valid,Stony,13.15,Found,2005.0,34.486,-116.97275,Exact
Lucerne Valley 058,45968,Valid,Stony,0.85,Found,2006.0,34.51092,-116.93962,Exact
Lucerne Valley 089,52460,Valid,Stony,2.6,Found,2007.0,34.48972,-116.98128,Exact
Lucerne Valley 090,52461,Valid,Stony,30.7,Found,2007.0,34.48823,-116.97797,Exact
Lucerne Valley 091,52462,Valid,Stony,12.7,Found,2007.0,34.48075,-116.9788,Exact
Lucerne Valley 092,52463,Valid,Stony,0.6,Found,2007.0,34.48148,-116.95325,Exact
Lucerne Valley 093,52464,Valid,Stony,3.93,Found,2007.0,34.4887,-116.9788,Exact
Lucerne Valley 094,52526,Valid,Stony,3.5,Found,2008.0,34.48712,-116.96147,Exact
Lucerne Valley 095,52527,Valid,Stony,1.1,Found,2008.0,34.48657,-116.9592,Exact
Lucerne Valley 096,52528,Valid,Stony,7.3,Found,2008.0,34.48662,-116.9564,Exact
Lucerne Valley 097,52529,Valid,Stony,6.5,Found,2008.0,34.48565,-116.95673,Exact
Lucerne Valley 098,52530,Valid,Stony,1.5,Found,2008.0,34.48703,-116.95595,Exact
Lucerne Valley 099,52531,Valid,Stony,3.2,Found,2008.0,34.48733,-116.96055,Exact
Lucerne Valley 100,52532,Valid,Stony,0.8,Found,2008.0,34.48738,-116.96065,Exact
Lucerne Valley 101,52533,Valid,Stony,4.0,Found,2008.0,34.48598,-116.95593,Exact
Lucerne Valley 120,52465,Valid,Stony,43.1,Found,2010.0,34.48388,-116.9501,Exact
Lueders,14750,Valid,Iron,35400.0,Found,1973.0,32.83611,-99.60417,Exact
Luis Lopez,14751,Valid,Iron,7000.0,Found,1896.0,34.0,-106.96667,Exact
Lunar Dry Lake,30749,Valid,Stony,32.5,Found,2003.0,38.39918,-115.9967,Exact
Luray,14758,Valid,Stony,861.0,Found,1976.0,39.11667,-98.68333,Exact
Lushton,14760,Valid,Stony,6700.0,Found,1914.0,40.74972,-97.74972,Exact
Lusk,14761,Valid,Iron,46.0,Found,1940.0,42.76667,-104.35,Exact
Macy,15378,Valid,Stony,42000.0,Found,1984.0,34.21667,-103.91667,Exact
Madoc,15381,Valid,Iron,168000.0,Found,1854.0,44.5,-77.46667,Exact
Majuba,30752,Valid,Stony,370.0,Found,1999.0,40.6265,-118.41033,Exact
Majuba 002,30753,Valid,Stony,2420.0,Found,2003.0,40.62832,-118.4167,Exact
Majuba 003,30754,Valid,Stony,1306.0,Found,2003.0,40.63078,-118.40918,Exact
Majuba 007,54684,Valid,Stony,1823.3,Found,2007.0,40.61667,-118.38472,Exact
Mandalay Spring,57454,Valid,Stony,2854.0,Found,2012.0,40.89201,-118.55319,Exact
Mangum,55331,Valid,Stony,750.0,Found,2008.0,34.849,-99.704,Exact
Manitouwabing,15406,Valid,Iron,39000.0,Found,1962.0,45.44,-79.87556,Exact
Mapleton,15410,Valid,Iron,49000.0,Found,1939.0,42.18333,-95.71667,Exact
Marengo,15415,Valid,Stony,68.0,Found,1991.0,42.29111,-88.62556,Exact
Maricopa,15420,Valid,Stony,50.0,Found,1980.0,33.25,-112.05,Exact
Marion (Kansas),15425,Valid,Stony,2890.0,Found,1955.0,38.36667,-97.03333,Exact
Marlow,15428,Valid,Stony,68000.0,Found,1936.0,34.6,-97.91667,Exact
Marshall County,15433,Valid,Iron,6800.0,Found,1860.0,37.0,-88.25,Exact
Marsland,15434,Valid,Stony,6850.0,Found,1933.0,42.45,-103.3,Exact
Mart,15435,Valid,Iron,7140.0,Found,1898.0,31.5,-96.88333,Exact
Mayday,15448,Valid,Stony,6900.0,Found,1955.0,39.47444,-96.925,Exact
Mayfield,15450,Valid,Stony,38400.0,Found,1972.0,37.30833,-97.545,Exact
Mayodan,15452,Valid,Iron,15400.0,Found,1920.0,36.38333,-79.86667,Exact
McAddo,15457,Valid,Stony,1100.0,Found,1935.0,33.75,-100.93333,Exact
McCook,15459,Valid,Stony,3602.0,Found,1965.0,40.02,-100.78333,Exact
McCracken,15460,Valid,Stony,1530.0,Found,1980.0,38.525,-99.81,Exact
McKenzie Draw (a),15461,Valid,Stony,11800.0,Found,1989.0,32.925,-102.625,Exact
McKenzie Draw (b),15462,Valid,Stony,2990.0,Found,1989.0,32.925,-102.625,Exact
McKinney,15463,Valid,Stony,150000.0,Found,1870.0,33.18333,-96.71667,Exact
McLean,15464,Valid,Stony,4300.0,Found,1939.0,35.23333,-100.6,Exact
Meadow (a),15465,Valid,Stony,1495.0,Found,1975.0,33.33139,-102.26889,Exact
Meadow (b),15466,Valid,Stony,691.0,Found,1981.0,33.33139,-102.26889,Exact
Melrose (a),15475,Valid,Stony,36400.0,Found,1933.0,34.38333,-103.61667,Exact
Melrose (b),15476,Valid,Stony,50.5,Found,1971.0,34.39833,-103.605,Exact
Melvern Lake,15477,Valid,Stony,7746.0,Found,1950.0,38.525,-95.78056,Exact
Mereta,15488,Valid,Stony,1417.5,Found,1941.0,31.42611,-100.13333,Exact
Mertzon,15490,Valid,Iron,3720.0,Found,1943.0,31.26667,-100.83333,Exact
Mesa Verde Park,15494,Valid,Iron,3500.0,Found,1922.0,37.16667,-108.5,Exact
Miami,16630,Valid,Stony,57700.0,Found,1930.0,35.66667,-100.6,Exact
Midland,16633,Valid,Iron,34.0,Found,1960.0,44.75,-79.88333,Exact
Millen,16644,Valid,Stony,40800.0,Found,1975.0,32.83528,-81.87389,Exact
Miller (Kansas),16646,Valid,Stony,970.0,Found,1950.0,38.625,-96.02278,Exact
Mills,16687,Valid,Stony,88000.0,Found,1970.0,36.23,-104.11889,Exact
Milnesand (stone),16690,Valid,Stony,34.0,Found,1981.0,33.63333,-103.33333,Exact
Milton,16691,Valid,Stony_iron,2040.0,Found,2000.0,40.2875,-95.37667,Exact
Mincy,16694,Valid,Stony_iron,89400.0,Found,1857.0,36.55,-93.1,Exact
Mission,16704,Valid,Stony,12000.0,Found,1949.0,43.31667,-100.76667,Exact
Moapa Valley,48952,Valid,Stony,698.8,Found,2004.0,36.55722,-114.42694,Exact
Moctezuma,16710,Valid,Iron,1700.0,Found,1889.0,29.8,-109.66667,Exact
Modoc (1948),16712,Valid,Stony,1800.0,Found,1948.0,38.5,-101.1,Exact
Mohawk,34059,Valid,Iron,586.0,Found,2000.0,32.73,-113.71,Exact
Monahans (1938),16718,Valid,Iron,27900.0,Found,1938.0,31.48333,-102.88333,Exact
Monticello,16728,Valid,Stony,210.0,Found,1982.0,36.95,-84.9,Exact
Monument Draw,16732,Valid,Stony,524.5,Found,1985.0,32.50333,-102.74333,Exact
Moriarty,16744,Valid,Stony,330.0,Found,1975.0,34.98333,-106.05,Exact
Morland,16746,Valid,Stony,295000.0,Found,1890.0,39.33333,-100.06667,Exact
Morrill,16749,Valid,Iron,1387.0,Found,1920.0,42.18333,-103.93333,Exact
Morristown,16750,Valid,Stony_iron,16300.0,Found,1887.0,36.2,-83.38333,Exact
Morrow County,51707,Valid,Stony,18200.0,Found,1999.0,45.5,-119.5,Exact
Morton,16753,Valid,Stony,6400.0,Found,1980.0,33.71667,-102.76667,Exact
Mosca,16755,Valid,Stony,6220.0,Found,1942.0,37.63333,-105.83333,Exact
Mosquero,16757,Valid,Stony,1800.0,Found,1963.0,35.75,-103.93333,Exact
Mount Joy,16779,Valid,Iron,384000.0,Found,1887.0,39.78333,-77.21667,Exact
Mount Morris (New York),16782,Valid,Stony,12.5,Found,1897.0,42.7,-77.88333,Exact
Mount Morris (Wisconsin),16783,Valid,Iron,676.0,Found,1937.0,44.0,-89.25,Exact
Mount Ouray,16784,Valid,Iron,900.0,Found,1898.0,38.41667,-106.21667,Exact
Mount Vernon,16806,Valid,Stony_iron,159000.0,Found,1868.0,36.93333,-87.4,Exact
Mud Dry Lake,16840,Valid,Stony,18255.0,Found,2002.0,37.8594,-117.02097,Exact
Mulberry Draw,16845,Valid,Stony,9716.0,Found,1963.0,35.63333,-100.13333,Exact
Muleshoe,16846,Valid,Stony,3600.0,Found,1972.0,34.12167,-102.695,Exact
Murfreesboro,16877,Valid,Iron,8600.0,Found,1847.0,35.83333,-86.41667,Exact
Muroc,16879,Valid,Stony,18.4,Found,1936.0,34.91667,-117.83333,Exact
Muroc Dry Lake,16880,Valid,Stony,223.0,Found,1936.0,34.91667,-117.83333,Exact
Murphy,16881,Valid,Iron,7700.0,Found,1899.0,35.1,-84.03333,Exact
Myersville,16886,Valid,Stony,5397.0,Found,1969.0,28.95,-97.40278,Exact
Naruna (a),16916,Valid,Stony,672.3,Found,1935.0,30.95,-98.26667,Exact
Naruna (b),16917,Valid,Stony,513.3,Found,1942.0,30.95,-98.28333,Exact
Nashville (iron),16920,Valid,Iron,18000.0,Found,1934.0,35.96667,-77.96667,Exact
Nashville (stone),16921,Valid,Stony,25000.0,Found,1939.0,37.45,-98.41667,Exact
Navajo,16926,Valid,Iron,2184000.0,Found,1921.0,35.33333,-109.5,Exact
Naviska,48657,Valid,Iron,147.0,Found,2004.0,32.5,-111.28,Exact
Nazareth (a),16928,Valid,Stony,44.0,Found,1938.0,34.5,-102.25,Exact
Nazareth (b),16929,Valid,Stony,3600.0,Found,1967.0,34.5,-102.25,Exact
Nazareth (c),16930,Valid,Stony,222.0,Found,1970.0,34.58333,-102.08333,Exact
Nazareth (d),16931,Valid,Stony,1500.0,Found,1968.0,34.58333,-102.08333,Exact
Nazareth (e),16932,Valid,Stony,13100.0,Found,1977.0,34.58333,-102.05,Exact
Nazareth (iron),16933,Valid,Iron,11310.0,Found,1968.0,34.52667,-102.105,Exact
Needles,16936,Valid,Iron,45300.0,Found,1962.0,34.44417,-114.8325,Exact
Needmore,16937,Valid,Stony,1793.0,Found,1976.0,34.04472,-102.79917,Exact
Neenach,16938,Valid,Stony,13800.0,Found,1948.0,34.8,-118.5,Exact
Nelson County,16942,Valid,Iron,73030.0,Found,1856.0,37.75,-85.5,Exact
Ness County (1894),16946,Valid,Stony,82000.0,Found,1894.0,38.5,-99.6,Exact
Ness County (1938),16947,Valid,Stony,652.0,Found,1938.0,38.48333,-99.91667,Exact
New Almelo,16951,Valid,Stony,8000.0,Found,1917.0,39.66667,-100.0,Exact
New Baltimore,16952,Valid,Iron,20000.0,Found,1922.0,40.0,-78.85,Exact
New Deal,52094,Valid,Stony,266.0,Found,2010.0,33.721,-101.8389,Exact
New Leipzig,16955,Valid,Iron,20000.0,Found,1936.0,46.36667,-101.95,Exact
New Lynn,16956,Valid,Stony,800.0,Found,1986.0,33.17,-101.63833,Exact
New Mexico,16957,Valid,Iron,130.0,Found,1935.0,34.5,-107.0,Exact
New Moore (a),16958,Valid,Stony,100.3,Found,1972.0,33.11667,-102.11667,Exact
New Moore (b),16959,Valid,Stony,200.0,Found,1975.0,33.11833,-102.11333,Exact
New Raymer,30758,Valid,Stony,3400.0,Found,1995.0,40.62583,-103.84033,Exact
New Westville,16961,Valid,Iron,4800.0,Found,1941.0,39.8,-84.81667,Exact
New York,55760,Valid,Iron,2950.0,Found,1965.0,40.7,-74.0,Guessed
Newport,16962,Valid,Stony_iron,5600.0,Found,1923.0,35.6,-91.26667,Exact
Newsom,16963,Valid,Stony,892.0,Found,1939.0,37.6,-105.83333,Exact
Niagara,16969,Valid,Iron,115.0,Found,1879.0,48.0,-97.93333,Exact
